,id,semester,sarappd_apdc_code,attendance_status,act_composite,rec_test_plan,fafsa_ind,rec_country_of_orig,rec_eof_location,gender,major,saradap_admt_code,program,first_gen_ind,math_readiness_ind,pckg_group_ind,concentration,housing_interest,hs_name,overall_gpa,major_desc,spraddr_cnty_code,age,saradap_majr_code_conc_1,housing,final_grade,hs_state,hs_county,saradap_styp_code_2,spraddr_stat_code,col_desc,sarappd_apdc_date,rec_completed_date,hous_dep_paid,hs_city,sat_erbw,dchs_ind,sat_math,sat_total,col_state,ethnicity
1202,131512,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,m,CSCI,FR,CSCI,,Y,UGONN,GENE,HO,PINELANDS REGIONAL HIGH SCHOOL,3.43,Computer Science,29,18,COND,,B,NJ,Ocean,F,NJ,,2022-03-24,2022-03-11,,TUCKERTON,,,,0,,Black or African American
1203,131502,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,N,UGONN,COND,HO,DELSEA REGIONAL HIGH SCHOOL,0.0,Health Science,15,18,COND,Y,F,NJ,Gloucester,F,NJ,,2022-03-31,2021-12-03,Y,FRANKLINVILLE,,,,0,,Black or African American
1204,131502,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,N,UGONN,COND,HO,DELSEA REGIONAL HIGH SCHOOL,0.0,Health Science,15,18,COND,Y,W,NJ,Gloucester,F,NJ,,2022-03-31,2021-12-03,Y,FRANKLINVILLE,,,,0,,Black or African American
1205,131502,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,N,UGONN,COND,HO,DELSEA REGIONAL HIGH SCHOOL,0.0,Health Science,15,18,COND,Y,F,NJ,Gloucester,F,NJ,,2022-03-31,2021-12-03,Y,FRANKLINVILLE,,,,0,,Black or African American
1206,131502,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,N,UGONN,COND,HO,DELSEA REGIONAL HIGH SCHOOL,0.0,Health Science,15,18,COND,Y,F,NJ,Gloucester,F,NJ,,2022-03-31,2021-12-03,Y,FRANKLINVILLE,,,,0,,Black or African American
1207,131502,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,N,UGONN,COND,HO,DELSEA REGIONAL HIGH SCHOOL,0.0,Health Science,15,18,COND,Y,W,NJ,Gloucester,F,NJ,,2022-03-31,2021-12-03,Y,FRANKLINVILLE,,,,0,,Black or African American
1208,131497,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,MARS,FR,MARS-BA,FGNY: High School diploma or GED,Y,UGOUTN,COND,HO,Downingtown Senior High School,3.46,Marine Science,99,18,COND,Y,B-,PA,Out of State,F,PA,,2022-04-24,2021-12-03,,DOWNINGTOWN,,,,0,,Caucasian or White
1209,131497,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,MARS,FR,MARS-BA,FGNY: High School diploma or GED,Y,UGOUTN,COND,HO,Downingtown Senior High School,3.46,Marine Science,99,18,COND,Y,A,PA,Out of State,F,PA,,2022-04-24,2021-12-03,,DOWNINGTOWN,,,,0,,Caucasian or White
1210,131497,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,MARS,FR,MARS-BA,FGNY: High School diploma or GED,Y,UGOUTN,COND,HO,Downingtown Senior High School,3.46,Marine Science,99,18,COND,Y,A,PA,Out of State,F,PA,,2022-04-24,2021-12-03,,DOWNINGTOWN,,,,0,,Caucasian or White
1211,131497,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,MARS,FR,MARS-BA,FGNY: High School diploma or GED,Y,UGOUTN,COND,HO,Downingtown Senior High School,3.46,Marine Science,99,18,COND,Y,B,PA,Out of State,F,PA,,2022-04-24,2021-12-03,,DOWNINGTOWN,,,,0,,Caucasian or White
1212,131497,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,MARS,FR,MARS-BA,FGNY: High School diploma or GED,Y,UGOUTN,COND,HO,Downingtown Senior High School,3.46,Marine Science,99,18,COND,Y,A,PA,Out of State,F,PA,,2022-04-24,2021-12-03,,DOWNINGTOWN,,,,0,,Caucasian or White
1213,131495,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,N,UGOFFN,COND,HO,ATLANTIC COUNTY INST OF TECH,2.93,Health Science,1,18,COND,Y,C,NJ,Atlantic,F,NJ,,2022-03-23,2021-12-07,,MAYS LANDING,420.0,,420.0,840,,Black or African American
1214,131495,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,N,UGOFFN,COND,HO,ATLANTIC COUNTY INST OF TECH,2.93,Health Science,1,18,COND,Y,B,NJ,Atlantic,F,NJ,,2022-03-23,2021-12-07,,MAYS LANDING,420.0,,420.0,840,,Black or African American
1215,131495,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,N,UGOFFN,COND,HO,ATLANTIC COUNTY INST OF TECH,2.93,Health Science,1,18,COND,Y,A,NJ,Atlantic,F,NJ,,2022-03-23,2021-12-07,,MAYS LANDING,420.0,,420.0,840,,Black or African American
1216,131495,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,N,UGOFFN,COND,HO,ATLANTIC COUNTY INST OF TECH,2.93,Health Science,1,18,COND,Y,B-,NJ,Atlantic,F,NJ,,2022-03-23,2021-12-07,,MAYS LANDING,420.0,,420.0,840,,Black or African American
1217,131495,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,N,UGOFFN,COND,HO,ATLANTIC COUNTY INST OF TECH,2.93,Health Science,1,18,COND,Y,X,NJ,Atlantic,F,NJ,,2022-03-23,2021-12-07,,MAYS LANDING,420.0,,420.0,840,,Black or African American
1218,131488,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,,N,UGOUTN,COND,HO,Council Rock Hs South         ,3.22,Biology,99,18,COND,Y,B,PA,Out of State,F,PA,BUCKS COUNTY COMMUNITY COL,2022-03-25,2021-12-02,Y,HOLLAND,,,,0,PA,More Than 1 Race
1219,131488,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,,N,UGOUTN,COND,HO,Council Rock Hs South         ,3.22,Biology,99,18,COND,Y,B+,PA,Out of State,F,PA,BUCKS COUNTY COMMUNITY COL,2022-03-25,2021-12-02,Y,HOLLAND,,,,0,PA,More Than 1 Race
1220,131488,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,,N,UGOUTN,COND,HO,Council Rock Hs South         ,3.22,Biology,99,18,COND,Y,B,PA,Out of State,F,PA,BUCKS COUNTY COMMUNITY COL,2022-03-25,2021-12-02,Y,HOLLAND,,,,0,PA,More Than 1 Race
1221,131488,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,,N,UGOUTN,COND,HO,Council Rock Hs South         ,3.22,Biology,99,18,COND,Y,A-,PA,Out of State,F,PA,BUCKS COUNTY COMMUNITY COL,2022-03-25,2021-12-02,Y,HOLLAND,,,,0,PA,More Than 1 Race
1222,131488,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,,N,UGOUTN,COND,HO,Council Rock Hs South         ,3.22,Biology,99,18,COND,Y,A-,PA,Out of State,F,PA,BUCKS COUNTY COMMUNITY COL,2022-03-25,2021-12-02,Y,HOLLAND,,,,0,PA,More Than 1 Race
1223,131488,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,,N,UGOUTN,COND,HO,Council Rock Hs South         ,3.22,Biology,99,18,COND,Y,X,PA,Out of State,F,PA,BUCKS COUNTY COMMUNITY COL,2022-03-25,2021-12-02,Y,HOLLAND,,,,0,PA,More Than 1 Race
1224,131484,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BCMB,FR,CRIM,,N,UGONN,FORE,HO,LINCOLN HIGH SCHOOL,2.9,Criminal Justice,17,18,COND,Y,C,NJ,Hudson,F,NJ,,2022-03-25,2022-01-28,,JERSEY CITY,,,,0,,Black or African American
1225,131484,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BCMB,FR,CRIM,,N,UGONN,FORE,HO,LINCOLN HIGH SCHOOL,2.9,Criminal Justice,17,18,COND,Y,P,NJ,Hudson,F,NJ,,2022-03-25,2022-01-28,,JERSEY CITY,,,,0,,Black or African American
1226,131484,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BCMB,FR,CRIM,,N,UGONN,FORE,HO,LINCOLN HIGH SCHOOL,2.9,Criminal Justice,17,18,COND,Y,B,NJ,Hudson,F,NJ,,2022-03-25,2022-01-28,,JERSEY CITY,,,,0,,Black or African American
1227,131484,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BCMB,FR,CRIM,,N,UGONN,FORE,HO,LINCOLN HIGH SCHOOL,2.9,Criminal Justice,17,18,COND,Y,B+,NJ,Hudson,F,NJ,,2022-03-25,2022-01-28,,JERSEY CITY,,,,0,,Black or African American
1228,131484,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BCMB,FR,CRIM,,N,UGONN,FORE,HO,LINCOLN HIGH SCHOOL,2.9,Criminal Justice,17,18,COND,Y,B+,NJ,Hudson,F,NJ,,2022-03-25,2022-01-28,,JERSEY CITY,,,,0,,Black or African American
1229,131484,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BCMB,FR,CRIM,,N,UGONN,FORE,HO,LINCOLN HIGH SCHOOL,2.9,Criminal Justice,17,18,COND,Y,X,NJ,Hudson,F,NJ,,2022-03-25,2022-01-28,,JERSEY CITY,,,,0,,Black or African American
1230,131478,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,CSCI,FR,CSCI,,N,UGOFFN,COND,,ATLANTIC CITY HS,3.08,Computer Science,1,18,COND,,B,NJ,Atlantic,F,NJ,,2022-05-02,2022-02-07,,ATLANTIC CITY,,,,0,,Asian
1231,131478,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,CSCI,FR,CSCI,,N,UGOFFN,COND,,ATLANTIC CITY HS,3.08,Computer Science,1,18,COND,,A-,NJ,Atlantic,F,NJ,,2022-05-02,2022-02-07,,ATLANTIC CITY,,,,0,,Asian
1232,131478,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,CSCI,FR,CSCI,,N,UGOFFN,COND,,ATLANTIC CITY HS,3.08,Computer Science,1,18,COND,,B-,NJ,Atlantic,F,NJ,,2022-05-02,2022-02-07,,ATLANTIC CITY,,,,0,,Asian
1233,131478,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,CSCI,FR,CSCI,,N,UGOFFN,COND,,ATLANTIC CITY HS,3.08,Computer Science,1,18,COND,,A-,NJ,Atlantic,F,NJ,,2022-05-02,2022-02-07,,ATLANTIC CITY,,,,0,,Asian
1234,131478,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,CSCI,FR,CSCI,,N,UGOFFN,COND,,ATLANTIC CITY HS,3.08,Computer Science,1,18,COND,,C+,NJ,Atlantic,F,NJ,,2022-05-02,2022-02-07,,ATLANTIC CITY,,,,0,,Asian
1235,131478,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,CSCI,FR,CSCI,,N,UGOFFN,COND,,ATLANTIC CITY HS,3.08,Computer Science,1,18,COND,,X,NJ,Atlantic,F,NJ,,2022-05-02,2022-02-07,,ATLANTIC CITY,,,,0,,Asian
1236,131477,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,Atlantic City 1 - Verified,f,HLSC,EO,HLTH-BS,,N,UGONN,COND,HO,Innovation High School,3.2,Health Science,17,18,COND,Y,B+,NJ,Hudson,F,NJ,HUDSON COUNTY COMMUNITY COL,2022-01-31,2022-01-18,,Jersey City,,,,0,NJ,Black or African American
1237,131477,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,Atlantic City 1 - Verified,f,HLSC,EO,HLTH-BS,,N,UGONN,COND,HO,Innovation High School,3.2,Health Science,17,18,COND,Y,C,NJ,Hudson,F,NJ,HUDSON COUNTY COMMUNITY COL,2022-01-31,2022-01-18,,Jersey City,,,,0,NJ,Black or African American
1238,131477,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,Atlantic City 1 - Verified,f,HLSC,EO,HLTH-BS,,N,UGONN,COND,HO,Innovation High School,3.2,Health Science,17,18,COND,Y,A,NJ,Hudson,F,NJ,HUDSON COUNTY COMMUNITY COL,2022-01-31,2022-01-18,,Jersey City,,,,0,NJ,Black or African American
1239,131477,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,Atlantic City 1 - Verified,f,HLSC,EO,HLTH-BS,,N,UGONN,COND,HO,Innovation High School,3.2,Health Science,17,18,COND,Y,X,NJ,Hudson,F,NJ,HUDSON COUNTY COMMUNITY COL,2022-01-31,2022-01-18,,Jersey City,,,,0,NJ,Black or African American
1240,131472,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,f,CSCI,FR,CSCI,,Y,UGWPN,GENE,,EGG HARBOR TOWNSHIP HS,3.75,Computer Science,1,18,COND,,A-,NJ,Atlantic,F,NJ,,2022-05-11,2022-05-02,,EGG HARBOR TOWNSHIP,530.0,,530.0,1060,,Hispanic or Latino
1241,131472,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,f,CSCI,FR,CSCI,,Y,UGWPN,GENE,,EGG HARBOR TOWNSHIP HS,3.75,Computer Science,1,18,COND,,A,NJ,Atlantic,F,NJ,,2022-05-11,2022-05-02,,EGG HARBOR TOWNSHIP,530.0,,530.0,1060,,Hispanic or Latino
1242,131472,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,f,CSCI,FR,CSCI,,Y,UGWPN,GENE,,EGG HARBOR TOWNSHIP HS,3.75,Computer Science,1,18,COND,,B+,NJ,Atlantic,F,NJ,,2022-05-11,2022-05-02,,EGG HARBOR TOWNSHIP,530.0,,530.0,1060,,Hispanic or Latino
1243,131472,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,f,CSCI,FR,CSCI,,Y,UGWPN,GENE,,EGG HARBOR TOWNSHIP HS,3.75,Computer Science,1,18,COND,,A,NJ,Atlantic,F,NJ,,2022-05-11,2022-05-02,,EGG HARBOR TOWNSHIP,530.0,,530.0,1060,,Hispanic or Latino
1244,131469,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,MARS,FR,MARS-BS,FGNN: Graduate school,Y,UGWPN,COND,,LENAPE HIGH SCHOOL,3.6,Marine Science,5,19,COND,,A,NJ,Burlington,F,NJ,,2022-03-14,2022-03-07,Y,MEDFORD,,,,0,,Caucasian or White
1245,131469,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,MARS,FR,MARS-BS,FGNN: Graduate school,Y,UGWPN,COND,,LENAPE HIGH SCHOOL,3.6,Marine Science,5,19,COND,,B-,NJ,Burlington,F,NJ,,2022-03-14,2022-03-07,Y,MEDFORD,,,,0,,Caucasian or White
1246,131469,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,MARS,FR,MARS-BS,FGNN: Graduate school,Y,UGWPN,COND,,LENAPE HIGH SCHOOL,3.6,Marine Science,5,19,COND,,A-,NJ,Burlington,F,NJ,,2022-03-14,2022-03-07,Y,MEDFORD,,,,0,,Caucasian or White
1247,131469,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,MARS,FR,MARS-BS,FGNN: Graduate school,Y,UGWPN,COND,,LENAPE HIGH SCHOOL,3.6,Marine Science,5,19,COND,,A,NJ,Burlington,F,NJ,,2022-03-14,2022-03-07,Y,MEDFORD,,,,0,,Caucasian or White
1248,131468,fall,IE,ft,,I will NOT submit SAT or ACT scores,,,,m,BIOL,FR,BIOL-BA,,Y,UGOFFN,GENE,HO,CHEROKEE HIGH SCHOOL,2.04,Biology,7,18,COND,,D,NJ,Burlington,F,NJ,,2022-04-30,2021-12-01,Y,MARLTON,,,,0,,Caucasian or White
1249,131468,fall,IE,ft,,I will NOT submit SAT or ACT scores,,,,m,BIOL,FR,BIOL-BA,,Y,UGOFFN,GENE,HO,CHEROKEE HIGH SCHOOL,2.04,Biology,7,18,COND,,C+,NJ,Burlington,F,NJ,,2022-04-30,2021-12-01,Y,MARLTON,,,,0,,Caucasian or White
1250,131468,fall,IE,ft,,I will NOT submit SAT or ACT scores,,,,m,BIOL,FR,BIOL-BA,,Y,UGOFFN,GENE,HO,CHEROKEE HIGH SCHOOL,2.04,Biology,7,18,COND,,D+,NJ,Burlington,F,NJ,,2022-04-30,2021-12-01,Y,MARLTON,,,,0,,Caucasian or White
1251,131468,fall,IE,ft,,I will NOT submit SAT or ACT scores,,,,m,BIOL,FR,BIOL-BA,,Y,UGOFFN,GENE,HO,CHEROKEE HIGH SCHOOL,2.04,Biology,7,18,COND,,C+,NJ,Burlington,F,NJ,,2022-04-30,2021-12-01,Y,MARLTON,,,,0,,Caucasian or White
1252,131468,fall,IE,ft,,I will NOT submit SAT or ACT scores,,,,m,BIOL,FR,BIOL-BA,,Y,UGOFFN,GENE,HO,CHEROKEE HIGH SCHOOL,2.04,Biology,7,18,COND,,B-,NJ,Burlington,F,NJ,,2022-04-30,2021-12-01,Y,MARLTON,,,,0,,Caucasian or White
1253,131468,fall,IE,ft,,I will NOT submit SAT or ACT scores,,,,m,BIOL,FR,BIOL-BA,,Y,UGOFFN,GENE,HO,CHEROKEE HIGH SCHOOL,2.04,Biology,7,18,COND,,W,NJ,Burlington,F,NJ,,2022-04-30,2021-12-01,Y,MARLTON,,,,0,,Caucasian or White
1254,131466,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,,N,UGONN,COND,HO,LONG BRANCH HIGH SCHOOL,3.93,Biology,25,18,COND,Y,A,NJ,Monmouth,F,NJ,,2022-05-29,2021-12-01,Y,LONG BRANCH,400.0,,420.0,820,,Black or African American
1255,131466,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,,N,UGONN,COND,HO,LONG BRANCH HIGH SCHOOL,3.93,Biology,25,18,COND,Y,A-,NJ,Monmouth,F,NJ,,2022-05-29,2021-12-01,Y,LONG BRANCH,400.0,,420.0,820,,Black or African American
1256,131466,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,,N,UGONN,COND,HO,LONG BRANCH HIGH SCHOOL,3.93,Biology,25,18,COND,Y,A,NJ,Monmouth,F,NJ,,2022-05-29,2021-12-01,Y,LONG BRANCH,400.0,,420.0,820,,Black or African American
1257,131466,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,,N,UGONN,COND,HO,LONG BRANCH HIGH SCHOOL,3.93,Biology,25,18,COND,Y,A,NJ,Monmouth,F,NJ,,2022-05-29,2021-12-01,Y,LONG BRANCH,400.0,,420.0,820,,Black or African American
1258,131466,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,,N,UGONN,COND,HO,LONG BRANCH HIGH SCHOOL,3.93,Biology,25,18,COND,Y,X,NJ,Monmouth,F,NJ,,2022-05-29,2021-12-01,Y,LONG BRANCH,400.0,,420.0,820,,Black or African American
1259,131464,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,,Y,UGONN,GENE,HO,HAMMONTON HS,2.68,Biology,1,18,COND,Y,B,NJ,Atlantic,F,NJ,,2022-04-12,2021-12-01,Y,HAMMONTON,570.0,,480.0,1050,,Caucasian or White
1260,131464,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,,Y,UGONN,GENE,HO,HAMMONTON HS,2.68,Biology,1,18,COND,Y,A,NJ,Atlantic,F,NJ,,2022-04-12,2021-12-01,Y,HAMMONTON,570.0,,480.0,1050,,Caucasian or White
1261,131464,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,,Y,UGONN,GENE,HO,HAMMONTON HS,2.68,Biology,1,18,COND,Y,C+,NJ,Atlantic,F,NJ,,2022-04-12,2021-12-01,Y,HAMMONTON,570.0,,480.0,1050,,Caucasian or White
1262,131464,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,,Y,UGONN,GENE,HO,HAMMONTON HS,2.68,Biology,1,18,COND,Y,C+,NJ,Atlantic,F,NJ,,2022-04-12,2021-12-01,Y,HAMMONTON,570.0,,480.0,1050,,Caucasian or White
1263,131464,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,,Y,UGONN,GENE,HO,HAMMONTON HS,2.68,Biology,1,18,COND,Y,B-,NJ,Atlantic,F,NJ,,2022-04-12,2021-12-01,Y,HAMMONTON,570.0,,480.0,1050,,Caucasian or White
1264,131464,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,,Y,UGONN,GENE,HO,HAMMONTON HS,2.68,Biology,1,18,COND,Y,B,NJ,Atlantic,F,NJ,,2022-04-12,2021-12-01,Y,HAMMONTON,570.0,,480.0,1050,,Caucasian or White
1265,131462,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,Main Campus - Verified,f,BIOL,EO,BIOL-BS,,N,UGONN,COND,,JACKSON LIBERTY HIGH SCHOOL,3.54,Biology,29,17,COND,Y,A-,NJ,Ocean,F,NJ,,2022-04-28,2022-01-11,,JACKSON,,,,0,,Hispanic or Latino
1266,131462,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,Main Campus - Verified,f,BIOL,EO,BIOL-BS,,N,UGONN,COND,,JACKSON LIBERTY HIGH SCHOOL,3.54,Biology,29,17,COND,Y,A-,NJ,Ocean,F,NJ,,2022-04-28,2022-01-11,,JACKSON,,,,0,,Hispanic or Latino
1267,131462,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,Main Campus - Verified,f,BIOL,EO,BIOL-BS,,N,UGONN,COND,,JACKSON LIBERTY HIGH SCHOOL,3.54,Biology,29,17,COND,Y,C+,NJ,Ocean,F,NJ,,2022-04-28,2022-01-11,,JACKSON,,,,0,,Hispanic or Latino
1268,131462,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,Main Campus - Verified,f,BIOL,EO,BIOL-BS,,N,UGONN,COND,,JACKSON LIBERTY HIGH SCHOOL,3.54,Biology,29,17,COND,Y,A,NJ,Ocean,F,NJ,,2022-04-28,2022-01-11,,JACKSON,,,,0,,Hispanic or Latino
1269,131462,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,Main Campus - Verified,f,BIOL,EO,BIOL-BS,,N,UGONN,COND,,JACKSON LIBERTY HIGH SCHOOL,3.54,Biology,29,17,COND,Y,X,NJ,Ocean,F,NJ,,2022-04-28,2022-01-11,,JACKSON,,,,0,,Hispanic or Latino
1270,131436,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,Main Campus - Verified,f,BIOL,EO,BIOL-BS,,Y,UGONN,COND,HO,LONG BRANCH HIGH SCHOOL,3.23,Biology,25,17,COND,Y,B-,NJ,Monmouth,F,NJ,,2022-04-23,2022-03-14,,LONG BRANCH,,,,0,,Black or African American
1271,131436,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,Main Campus - Verified,f,BIOL,EO,BIOL-BS,,Y,UGONN,COND,HO,LONG BRANCH HIGH SCHOOL,3.23,Biology,25,17,COND,Y,B+,NJ,Monmouth,F,NJ,,2022-04-23,2022-03-14,,LONG BRANCH,,,,0,,Black or African American
1272,131436,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,Main Campus - Verified,f,BIOL,EO,BIOL-BS,,Y,UGONN,COND,HO,LONG BRANCH HIGH SCHOOL,3.23,Biology,25,17,COND,Y,C+,NJ,Monmouth,F,NJ,,2022-04-23,2022-03-14,,LONG BRANCH,,,,0,,Black or African American
1273,131436,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,Main Campus - Verified,f,BIOL,EO,BIOL-BS,,Y,UGONN,COND,HO,LONG BRANCH HIGH SCHOOL,3.23,Biology,25,17,COND,Y,A,NJ,Monmouth,F,NJ,,2022-04-23,2022-03-14,,LONG BRANCH,,,,0,,Black or African American
1274,131430,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,EXSC,FR,BUSN-BA,,Y,UGONN,GENE,HO,NOTRE DAME HIGH SCHOOL,3.43,Business Studies,5,18,COND,Y,B+,NJ,Mercer,F,NJ,,2022-03-17,2021-12-01,,LAWRENCEVILLE,,,,0,,Caucasian or White
1275,131430,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,EXSC,FR,BUSN-BA,,Y,UGONN,GENE,HO,NOTRE DAME HIGH SCHOOL,3.43,Business Studies,5,18,COND,Y,A,NJ,Mercer,F,NJ,,2022-03-17,2021-12-01,,LAWRENCEVILLE,,,,0,,Caucasian or White
1276,131430,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,EXSC,FR,BUSN-BA,,Y,UGONN,GENE,HO,NOTRE DAME HIGH SCHOOL,3.43,Business Studies,5,18,COND,Y,A-,NJ,Mercer,F,NJ,,2022-03-17,2021-12-01,,LAWRENCEVILLE,,,,0,,Caucasian or White
1277,131430,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,EXSC,FR,BUSN-BA,,Y,UGONN,GENE,HO,NOTRE DAME HIGH SCHOOL,3.43,Business Studies,5,18,COND,Y,B-,NJ,Mercer,F,NJ,,2022-03-17,2021-12-01,,LAWRENCEVILLE,,,,0,,Caucasian or White
1278,131425,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,m,MATH,FR,MATH-BS,,Y,UGONN,GENE,HO,ATLANTIC COUNTY INST OF TECH,3.53,Mathematics,1,18,COND,,A,NJ,Atlantic,F,NJ,,2022-07-14,2022-02-15,,MAYS LANDING,,Y,,0,,Caucasian or White
1279,131425,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,m,MATH,FR,MATH-BS,,Y,UGONN,GENE,HO,ATLANTIC COUNTY INST OF TECH,3.53,Mathematics,1,18,COND,,B,NJ,Atlantic,F,NJ,,2022-07-14,2022-02-15,,MAYS LANDING,,Y,,0,,Caucasian or White
1280,131425,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,m,MATH,FR,MATH-BS,,Y,UGONN,GENE,HO,ATLANTIC COUNTY INST OF TECH,3.53,Mathematics,1,18,COND,,A,NJ,Atlantic,F,NJ,,2022-07-14,2022-02-15,,MAYS LANDING,,Y,,0,,Caucasian or White
1281,131425,fall,IE,ft,,I will submit SAT or ACT scores,Y,,,m,MATH,FR,MATH-BS,,Y,UGONN,GENE,HO,ATLANTIC COUNTY INST OF TECH,3.53,Mathematics,1,18,COND,,A,NJ,Atlantic,F,NJ,,2022-07-14,2022-02-15,,MAYS LANDING,,Y,,0,,Caucasian or White
1282,131422,fall,IE,ft,,I will NOT submit SAT or ACT scores,Y,,Main Campus - Verified,m,CSCI,EO,CSCI,,N,UGONN,COND,HO,DELRAN HIGH SCHOOL,1.64,Computer Science,5,19,COND,Y,D,NJ,Burlington,F,NJ,ROWAN COLLEGE AT BURLINGTON C,2022-03-28,2022-02-18,,DELRAN,,,,0,NJ,Caucasian or White
