,id,semester,sat_math,rec_eof_location,math_readiness_ind,final_grade,concentration,program,housing,saradap_majr_code_conc_1,col_state,fafsa_ind,gender,overall_gpa,hs_county,act_composite,hs_city,major,spraddr_stat_code,sarappd_apdc_date,major_desc,age,dchs_ind,spraddr_cnty_code,hs_state,rec_test_plan,pckg_group_ind,saradap_admt_code,housing_interest,saradap_styp_code_2,attendance_status,hous_dep_paid,rec_completed_date,hs_name,sat_total,sarappd_apdc_code,sat_erbw,rec_country_of_orig,col_desc,ethnicity,first_gen_ind
930,131849,fall,,,N,A-,COND,CSCI,Y,COND,,Y,m,3.13,Bergen,,BERGENFIELD,CSCI,NJ,2022-04-13,Computer Science,18,,3,NJ,I will NOT submit SAT or ACT scores,UGONN,SP,HO,F,ft,Y,2022-01-18,BERGENFIELD HIGH SCHOOL,0,IE,,,,Hispanic or Latino,
931,131849,fall,,,N,W,COND,CSCI,Y,COND,,Y,m,3.13,Bergen,,BERGENFIELD,CSCI,NJ,2022-04-13,Computer Science,18,,3,NJ,I will NOT submit SAT or ACT scores,UGONN,SP,HO,F,ft,Y,2022-01-18,BERGENFIELD HIGH SCHOOL,0,IE,,,,Hispanic or Latino,
932,131845,fall,,,Y,F,MKTG,BUSN-BS,Y,COND,,Y,m,0.0,Union,,LINDEN,CSCI,NJ,2022-05-01,Business Studies,18,,39,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-04-01,LINDEN HIGH SCHOOL,0,IE,,,,Hispanic or Latino,
933,131845,fall,,,Y,F,MKTG,BUSN-BS,Y,COND,,Y,m,0.0,Union,,LINDEN,CSCI,NJ,2022-05-01,Business Studies,18,,39,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-04-01,LINDEN HIGH SCHOOL,0,IE,,,,Hispanic or Latino,
934,131845,fall,,,Y,W,MKTG,BUSN-BS,Y,COND,,Y,m,0.0,Union,,LINDEN,CSCI,NJ,2022-05-01,Business Studies,18,,39,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-04-01,LINDEN HIGH SCHOOL,0,IE,,,,Hispanic or Latino,
935,131845,fall,,,Y,F,MKTG,BUSN-BS,Y,COND,,Y,m,0.0,Union,,LINDEN,CSCI,NJ,2022-05-01,Business Studies,18,,39,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-04-01,LINDEN HIGH SCHOOL,0,IE,,,,Hispanic or Latino,
936,131840,fall,570.0,,Y,W,GENE,HLTH-BS,Y,COND,,Y,m,1.18,Out of State,,DANBURY,HLSC,CT,2022-05-01,Health Science,17,,99,CT,I will submit SAT or ACT scores,UGOUTN,FR,HO,F,ft,Y,2022-01-25,Danbury High School           ,1130,IE,560.0,,,Asian,
937,131840,fall,570.0,,Y,D,GENE,HLTH-BS,Y,COND,,Y,m,1.18,Out of State,,DANBURY,HLSC,CT,2022-05-01,Health Science,17,,99,CT,I will submit SAT or ACT scores,UGOUTN,FR,HO,F,ft,Y,2022-01-25,Danbury High School           ,1130,IE,560.0,,,Asian,
938,131840,fall,570.0,,Y,F,GENE,HLTH-BS,Y,COND,,Y,m,1.18,Out of State,,DANBURY,HLSC,CT,2022-05-01,Health Science,17,,99,CT,I will submit SAT or ACT scores,UGOUTN,FR,HO,F,ft,Y,2022-01-25,Danbury High School           ,1130,IE,560.0,,,Asian,
939,131840,fall,570.0,,Y,D+,GENE,HLTH-BS,Y,COND,,Y,m,1.18,Out of State,,DANBURY,HLSC,CT,2022-05-01,Health Science,17,,99,CT,I will submit SAT or ACT scores,UGOUTN,FR,HO,F,ft,Y,2022-01-25,Danbury High School           ,1130,IE,560.0,,,Asian,
940,131840,fall,570.0,,Y,C+,GENE,HLTH-BS,Y,COND,,Y,m,1.18,Out of State,,DANBURY,HLSC,CT,2022-05-01,Health Science,17,,99,CT,I will submit SAT or ACT scores,UGOUTN,FR,HO,F,ft,Y,2022-01-25,Danbury High School           ,1130,IE,560.0,,,Asian,
941,131834,fall,370.0,,N,F,COND,HLTH-BS,,COND,NJ,Y,f,0.0,Camden,,CAMDEN,HLSC,NJ,2022-04-21,Health Science,18,,7,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-01-14,LEAP ACADEMY HIGH SCHOOL,810,IE,440.0,,ROWAN UNIVERSITY,Black or African American,
942,131834,fall,370.0,,N,F,COND,HLTH-BS,,COND,NJ,Y,f,0.0,Camden,,CAMDEN,HLSC,NJ,2022-04-21,Health Science,18,,7,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-01-14,LEAP ACADEMY HIGH SCHOOL,810,IE,440.0,,ROWAN UNIVERSITY,Black or African American,
943,131834,fall,370.0,,N,F,COND,HLTH-BS,,COND,NJ,Y,f,0.0,Camden,,CAMDEN,HLSC,NJ,2022-04-21,Health Science,18,,7,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-01-14,LEAP ACADEMY HIGH SCHOOL,810,IE,440.0,,ROWAN UNIVERSITY,Black or African American,
944,131834,fall,370.0,,N,F,COND,HLTH-BS,,COND,NJ,Y,f,0.0,Camden,,CAMDEN,HLSC,NJ,2022-04-21,Health Science,18,,7,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-01-14,LEAP ACADEMY HIGH SCHOOL,810,IE,440.0,,ROWAN UNIVERSITY,Black or African American,
945,131830,fall,,,N,B,COND,HLTH-BS,Y,COND,NJ,Y,m,2.5,Mercer,,TRENTON,HLSC,NJ,2022-04-06,Health Science,18,,21,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,,2022-01-14,EWING HIGH SCHOOL,0,IE,,,MERCER COUNTY COMMUNITY COL,Caucasian or White,
946,131830,fall,,,N,C+,COND,HLTH-BS,Y,COND,NJ,Y,m,2.5,Mercer,,TRENTON,HLSC,NJ,2022-04-06,Health Science,18,,21,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,,2022-01-14,EWING HIGH SCHOOL,0,IE,,,MERCER COUNTY COMMUNITY COL,Caucasian or White,
947,131830,fall,,,N,B,COND,HLTH-BS,Y,COND,NJ,Y,m,2.5,Mercer,,TRENTON,HLSC,NJ,2022-04-06,Health Science,18,,21,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,,2022-01-14,EWING HIGH SCHOOL,0,IE,,,MERCER COUNTY COMMUNITY COL,Caucasian or White,
948,131830,fall,,,N,C-,COND,HLTH-BS,Y,COND,NJ,Y,m,2.5,Mercer,,TRENTON,HLSC,NJ,2022-04-06,Health Science,18,,21,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,,2022-01-14,EWING HIGH SCHOOL,0,IE,,,MERCER COUNTY COMMUNITY COL,Caucasian or White,
949,131823,fall,530.0,,Y,B,GENE,ENVL_BS,,COND,,Y,f,1.89,Atlantic,,EGG HARBOR TOWNSHIP,ENSC,NJ,2022-04-13,Environmental Science,17,,1,NJ,I will submit SAT or ACT scores,UGONN,FR,,F,ft,,2022-01-13,EGG HARBOR TOWNSHIP HS,1120,IE,590.0,,,Caucasian or White,
950,131823,fall,530.0,,Y,C,GENE,ENVL_BS,,COND,,Y,f,1.89,Atlantic,,EGG HARBOR TOWNSHIP,ENSC,NJ,2022-04-13,Environmental Science,17,,1,NJ,I will submit SAT or ACT scores,UGONN,FR,,F,ft,,2022-01-13,EGG HARBOR TOWNSHIP HS,1120,IE,590.0,,,Caucasian or White,
951,131823,fall,530.0,,Y,D,GENE,ENVL_BS,,COND,,Y,f,1.89,Atlantic,,EGG HARBOR TOWNSHIP,ENSC,NJ,2022-04-13,Environmental Science,17,,1,NJ,I will submit SAT or ACT scores,UGONN,FR,,F,ft,,2022-01-13,EGG HARBOR TOWNSHIP HS,1120,IE,590.0,,,Caucasian or White,
952,131823,fall,530.0,,Y,C,GENE,ENVL_BS,,COND,,Y,f,1.89,Atlantic,,EGG HARBOR TOWNSHIP,ENSC,NJ,2022-04-13,Environmental Science,17,,1,NJ,I will submit SAT or ACT scores,UGONN,FR,,F,ft,,2022-01-13,EGG HARBOR TOWNSHIP HS,1120,IE,590.0,,,Caucasian or White,
953,131823,fall,530.0,,Y,C+,GENE,ENVL_BS,,COND,,Y,f,1.89,Atlantic,,EGG HARBOR TOWNSHIP,ENSC,NJ,2022-04-13,Environmental Science,17,,1,NJ,I will submit SAT or ACT scores,UGONN,FR,,F,ft,,2022-01-13,EGG HARBOR TOWNSHIP HS,1120,IE,590.0,,,Caucasian or White,
954,131818,fall,,,N,B+,COND,MARS-BS,Y,COND,,Y,m,3.26,Morris,,BUTLER,MARS,NJ,2022-04-03,Marine Science,18,,27,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,,2022-01-13,BUTLER HIGH SCHOOL,0,IE,,,,Unknown or Not Specified,FGNN: Graduated from college: Bachelors degree
955,131818,fall,,,N,A,COND,MARS-BS,Y,COND,,Y,m,3.26,Morris,,BUTLER,MARS,NJ,2022-04-03,Marine Science,18,,27,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,,2022-01-13,BUTLER HIGH SCHOOL,0,IE,,,,Unknown or Not Specified,FGNN: Graduated from college: Bachelors degree
956,131818,fall,,,N,B,COND,MARS-BS,Y,COND,,Y,m,3.26,Morris,,BUTLER,MARS,NJ,2022-04-03,Marine Science,18,,27,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,,2022-01-13,BUTLER HIGH SCHOOL,0,IE,,,,Unknown or Not Specified,FGNN: Graduated from college: Bachelors degree
957,131818,fall,,,N,B,COND,MARS-BS,Y,COND,,Y,m,3.26,Morris,,BUTLER,MARS,NJ,2022-04-03,Marine Science,18,,27,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,,2022-01-13,BUTLER HIGH SCHOOL,0,IE,,,,Unknown or Not Specified,FGNN: Graduated from college: Bachelors degree
958,131818,fall,,,N,X,COND,MARS-BS,Y,COND,,Y,m,3.26,Morris,,BUTLER,MARS,NJ,2022-04-03,Marine Science,18,,27,NJ,I will NOT submit SAT or ACT scores,UGONN,FR,HO,F,ft,,2022-01-13,BUTLER HIGH SCHOOL,0,IE,,,,Unknown or Not Specified,FGNN: Graduated from college: Bachelors degree
959,131814,fall,500.0,,N,F,COND,HLTH-BS,Y,COND,,Y,f,0.0,Camden,,CAMDEN,HLSC,NJ,2022-04-30,Health Science,18,,7,NJ,I will submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-01-21,DR. CHARLES BRIMM MED. ARTS HS,940,IE,440.0,,,Black or African American,
960,131814,fall,500.0,,N,F,COND,HLTH-BS,Y,COND,,Y,f,0.0,Camden,,CAMDEN,HLSC,NJ,2022-04-30,Health Science,18,,7,NJ,I will submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-01-21,DR. CHARLES BRIMM MED. ARTS HS,940,IE,440.0,,,Black or African American,
961,131814,fall,500.0,,N,F,COND,HLTH-BS,Y,COND,,Y,f,0.0,Camden,,CAMDEN,HLSC,NJ,2022-04-30,Health Science,18,,7,NJ,I will submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-01-21,DR. CHARLES BRIMM MED. ARTS HS,940,IE,440.0,,,Black or African American,
962,131814,fall,500.0,,N,F,COND,HLTH-BS,Y,COND,,Y,f,0.0,Camden,,CAMDEN,HLSC,NJ,2022-04-30,Health Science,18,,7,NJ,I will submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-01-21,DR. CHARLES BRIMM MED. ARTS HS,940,IE,440.0,,,Black or African American,
963,131809,fall,,,N,C-,COND,HLTH-BS,Y,COND,,,m,2.18,Burlington,,TABERNACLE,HLSC,NJ,2022-04-28,Health Science,19,,5,NJ,I will NOT submit SAT or ACT scores,,SP,HO,F,ft,Y,2022-01-12,SENECA HS,0,IE,,,,Caucasian or White,
964,131809,fall,,,N,C-,COND,HLTH-BS,Y,COND,,,m,2.18,Burlington,,TABERNACLE,HLSC,NJ,2022-04-28,Health Science,19,,5,NJ,I will NOT submit SAT or ACT scores,,SP,HO,F,ft,Y,2022-01-12,SENECA HS,0,IE,,,,Caucasian or White,
965,131809,fall,,,N,B,COND,HLTH-BS,Y,COND,,,m,2.18,Burlington,,TABERNACLE,HLSC,NJ,2022-04-28,Health Science,19,,5,NJ,I will NOT submit SAT or ACT scores,,SP,HO,F,ft,Y,2022-01-12,SENECA HS,0,IE,,,,Caucasian or White,
966,131809,fall,,,N,C+,COND,HLTH-BS,Y,COND,,,m,2.18,Burlington,,TABERNACLE,HLSC,NJ,2022-04-28,Health Science,19,,5,NJ,I will NOT submit SAT or ACT scores,,SP,HO,F,ft,Y,2022-01-12,SENECA HS,0,IE,,,,Caucasian or White,
967,131806,fall,670.0,,Y,A-,GENE,CSCI,Y,COND,,Y,f,3.98,Camden,,HADDONFIELD,CSCI,NJ,2022-04-17,Computer Science,18,,7,NJ,I will submit SAT or ACT scores,UGONN,FR,HO,F,ft,,2022-01-12,PAUL VI HIGH SCHOOL,0,IE,,,,Caucasian or White,
968,131806,fall,670.0,,Y,A,GENE,CSCI,Y,COND,,Y,f,3.98,Camden,,HADDONFIELD,CSCI,NJ,2022-04-17,Computer Science,18,,7,NJ,I will submit SAT or ACT scores,UGONN,FR,HO,F,ft,,2022-01-12,PAUL VI HIGH SCHOOL,0,IE,,,,Caucasian or White,
969,131806,fall,670.0,,Y,A,GENE,CSCI,Y,COND,,Y,f,3.98,Camden,,HADDONFIELD,CSCI,NJ,2022-04-17,Computer Science,18,,7,NJ,I will submit SAT or ACT scores,UGONN,FR,HO,F,ft,,2022-01-12,PAUL VI HIGH SCHOOL,0,IE,,,,Caucasian or White,
970,131806,fall,670.0,,Y,A,GENE,CSCI,Y,COND,,Y,f,3.98,Camden,,HADDONFIELD,CSCI,NJ,2022-04-17,Computer Science,18,,7,NJ,I will submit SAT or ACT scores,UGONN,FR,HO,F,ft,,2022-01-12,PAUL VI HIGH SCHOOL,0,IE,,,,Caucasian or White,
971,131806,fall,670.0,,Y,A,GENE,CSCI,Y,COND,,Y,f,3.98,Camden,,HADDONFIELD,CSCI,NJ,2022-04-17,Computer Science,18,,7,NJ,I will submit SAT or ACT scores,UGONN,FR,HO,F,ft,,2022-01-12,PAUL VI HIGH SCHOOL,0,IE,,,,Caucasian or White,
972,131803,fall,,,Y,C,ACTU,MATH-BS,,COND,,Y,f,3.15,Atlantic,,EGG HARBOR TOWNSHIP,MATH,NJ,2022-04-07,Mathematics,18,,1,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-02-07,EGG HARBOR TOWNSHIP HS,0,IE,,,,Caucasian or White,
973,131803,fall,,,Y,B+,ACTU,MATH-BS,,COND,,Y,f,3.15,Atlantic,,EGG HARBOR TOWNSHIP,MATH,NJ,2022-04-07,Mathematics,18,,1,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-02-07,EGG HARBOR TOWNSHIP HS,0,IE,,,,Caucasian or White,
974,131803,fall,,,Y,B+,ACTU,MATH-BS,,COND,,Y,f,3.15,Atlantic,,EGG HARBOR TOWNSHIP,MATH,NJ,2022-04-07,Mathematics,18,,1,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-02-07,EGG HARBOR TOWNSHIP HS,0,IE,,,,Caucasian or White,
975,131803,fall,,,Y,A,ACTU,MATH-BS,,COND,,Y,f,3.15,Atlantic,,EGG HARBOR TOWNSHIP,MATH,NJ,2022-04-07,Mathematics,18,,1,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-02-07,EGG HARBOR TOWNSHIP HS,0,IE,,,,Caucasian or White,
976,131802,fall,,,N,F,COND,HLTH-BS,,COND,,Y,f,0.0,Gloucester,,WILLIAMSTOWN,HLSC,NJ,2022-04-23,Health Science,18,,15,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-02-18,WILLIAMSTOWN HIGH SCHOOL,0,IE,,,,Caucasian or White,
977,131802,fall,,,N,F,COND,HLTH-BS,,COND,,Y,f,0.0,Gloucester,,WILLIAMSTOWN,HLSC,NJ,2022-04-23,Health Science,18,,15,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-02-18,WILLIAMSTOWN HIGH SCHOOL,0,IE,,,,Caucasian or White,
978,131802,fall,,,N,F,COND,HLTH-BS,,COND,,Y,f,0.0,Gloucester,,WILLIAMSTOWN,HLSC,NJ,2022-04-23,Health Science,18,,15,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-02-18,WILLIAMSTOWN HIGH SCHOOL,0,IE,,,,Caucasian or White,
979,131802,fall,,,N,F,COND,HLTH-BS,,COND,,Y,f,0.0,Gloucester,,WILLIAMSTOWN,HLSC,NJ,2022-04-23,Health Science,18,,15,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-02-18,WILLIAMSTOWN HIGH SCHOOL,0,IE,,,,Caucasian or White,
980,131802,fall,,,N,X,COND,HLTH-BS,,COND,,Y,f,0.0,Gloucester,,WILLIAMSTOWN,HLSC,NJ,2022-04-23,Health Science,18,,15,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-02-18,WILLIAMSTOWN HIGH SCHOOL,0,IE,,,,Caucasian or White,
981,131799,fall,,,N,C+,COND,CSCI,Y,COND,NY,Y,m,3.0,Out of State,,STATEN ISLAND,CSCI,NY,2022-04-04,Computer Science,18,,99,NY,I will NOT submit SAT or ACT scores,UGOUTN,FR,HO,F,ft,Y,2022-01-12,Tottenville High School       ,0,IE,,,St Johns Univ Sta Is          ,Caucasian or White,
982,131799,fall,,,N,A,COND,CSCI,Y,COND,NY,Y,m,3.0,Out of State,,STATEN ISLAND,CSCI,NY,2022-04-04,Computer Science,18,,99,NY,I will NOT submit SAT or ACT scores,UGOUTN,FR,HO,F,ft,Y,2022-01-12,Tottenville High School       ,0,IE,,,St Johns Univ Sta Is          ,Caucasian or White,
983,131799,fall,,,N,C-,COND,CSCI,Y,COND,NY,Y,m,3.0,Out of State,,STATEN ISLAND,CSCI,NY,2022-04-04,Computer Science,18,,99,NY,I will NOT submit SAT or ACT scores,UGOUTN,FR,HO,F,ft,Y,2022-01-12,Tottenville High School       ,0,IE,,,St Johns Univ Sta Is          ,Caucasian or White,
984,131799,fall,,,N,A,COND,CSCI,Y,COND,NY,Y,m,3.0,Out of State,,STATEN ISLAND,CSCI,NY,2022-04-04,Computer Science,18,,99,NY,I will NOT submit SAT or ACT scores,UGOUTN,FR,HO,F,ft,Y,2022-01-12,Tottenville High School       ,0,IE,,,St Johns Univ Sta Is          ,Caucasian or White,
985,131787,fall,,,N,D,COND,ENVL-BA,Y,COND,,Y,m,0.5,Monmouth,,MIDDLETOWN,ENVL,NJ,2022-04-13,Environmental Studies,18,,25,NJ,I will NOT submit SAT or ACT scores,UGONN,SP,HO,F,ft,,2022-01-11,MIDDLETOWN HIGH SCHOOL NORTH,0,IE,,,,Caucasian or White,
986,131787,fall,,,N,D,COND,ENVL-BA,Y,COND,,Y,m,0.5,Monmouth,,MIDDLETOWN,ENVL,NJ,2022-04-13,Environmental Studies,18,,25,NJ,I will NOT submit SAT or ACT scores,UGONN,SP,HO,F,ft,,2022-01-11,MIDDLETOWN HIGH SCHOOL NORTH,0,IE,,,,Caucasian or White,
987,131787,fall,,,N,F,COND,ENVL-BA,Y,COND,,Y,m,0.5,Monmouth,,MIDDLETOWN,ENVL,NJ,2022-04-13,Environmental Studies,18,,25,NJ,I will NOT submit SAT or ACT scores,UGONN,SP,HO,F,ft,,2022-01-11,MIDDLETOWN HIGH SCHOOL NORTH,0,IE,,,,Caucasian or White,
988,131787,fall,,,N,F,COND,ENVL-BA,Y,COND,,Y,m,0.5,Monmouth,,MIDDLETOWN,ENVL,NJ,2022-04-13,Environmental Studies,18,,25,NJ,I will NOT submit SAT or ACT scores,UGONN,SP,HO,F,ft,,2022-01-11,MIDDLETOWN HIGH SCHOOL NORTH,0,IE,,,,Caucasian or White,
989,131787,fall,,,N,X,COND,ENVL-BA,Y,COND,,Y,m,0.5,Monmouth,,MIDDLETOWN,ENVL,NJ,2022-04-13,Environmental Studies,18,,25,NJ,I will NOT submit SAT or ACT scores,UGONN,SP,HO,F,ft,,2022-01-11,MIDDLETOWN HIGH SCHOOL NORTH,0,IE,,,,Caucasian or White,
990,131780,fall,,,Y,B,GENE,MATH-BA,Y,COND,,Y,m,3.5,Burlington,,PALMYRA,MATH,NJ,2022-04-30,Mathematics,18,,7,NJ,I will submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-01-11,PALMYRA HIGH SCHOOL,0,IE,,,,Black or African American,
991,131780,fall,,,Y,A,GENE,MATH-BA,Y,COND,,Y,m,3.5,Burlington,,PALMYRA,MATH,NJ,2022-04-30,Mathematics,18,,7,NJ,I will submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-01-11,PALMYRA HIGH SCHOOL,0,IE,,,,Black or African American,
992,131780,fall,,,Y,B,GENE,MATH-BA,Y,COND,,Y,m,3.5,Burlington,,PALMYRA,MATH,NJ,2022-04-30,Mathematics,18,,7,NJ,I will submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-01-11,PALMYRA HIGH SCHOOL,0,IE,,,,Black or African American,
993,131780,fall,,,Y,A,GENE,MATH-BA,Y,COND,,Y,m,3.5,Burlington,,PALMYRA,MATH,NJ,2022-04-30,Mathematics,18,,7,NJ,I will submit SAT or ACT scores,UGONN,FR,HO,F,ft,Y,2022-01-11,PALMYRA HIGH SCHOOL,0,IE,,,,Black or African American,
994,131777,fall,,,N,A-,COND,BIOL-BA,,COND,,Y,m,3.13,Atlantic,,MAYS LANDING,BIOL,NJ,2022-04-08,Biology,18,,1,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-01-11,ATLANTIC COUNTY INST OF TECH,0,IE,,,,Hispanic or Latino,FGNY: Completed grade school
995,131777,fall,,,N,B,COND,BIOL-BA,,COND,,Y,m,3.13,Atlantic,,MAYS LANDING,BIOL,NJ,2022-04-08,Biology,18,,1,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-01-11,ATLANTIC COUNTY INST OF TECH,0,IE,,,,Hispanic or Latino,FGNY: Completed grade school
996,131777,fall,,,N,W,COND,BIOL-BA,,COND,,Y,m,3.13,Atlantic,,MAYS LANDING,BIOL,NJ,2022-04-08,Biology,18,,1,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-01-11,ATLANTIC COUNTY INST OF TECH,0,IE,,,,Hispanic or Latino,FGNY: Completed grade school
997,131777,fall,,,N,B-,COND,BIOL-BA,,COND,,Y,m,3.13,Atlantic,,MAYS LANDING,BIOL,NJ,2022-04-08,Biology,18,,1,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-01-11,ATLANTIC COUNTY INST OF TECH,0,IE,,,,Hispanic or Latino,FGNY: Completed grade school
998,131777,fall,,,N,X,COND,BIOL-BA,,COND,,Y,m,3.13,Atlantic,,MAYS LANDING,BIOL,NJ,2022-04-08,Biology,18,,1,NJ,I will NOT submit SAT or ACT scores,UGWPN,FR,,F,ft,,2022-01-11,ATLANTIC COUNTY INST OF TECH,0,IE,,,,Hispanic or Latino,FGNY: Completed grade school
999,131755,fall,,,Y,C+,GENE,EXSC-BS,Y,COND,,Y,m,3.08,Camden,,CHERRY HILL,EXSC,NJ,2022-05-12,Exercise Science,18,,7,NJ,I will NOT submit SAT or ACT scores,UGONN,SP,HO,F,ft,Y,2022-01-10,CAMDEN CATHOLIC HIGH SCHOOL,0,IE,,,,Hispanic or Latino,
1000,131755,fall,,,Y,A-,GENE,EXSC-BS,Y,COND,,Y,m,3.08,Camden,,CHERRY HILL,EXSC,NJ,2022-05-12,Exercise Science,18,,7,NJ,I will NOT submit SAT or ACT scores,UGONN,SP,HO,F,ft,Y,2022-01-10,CAMDEN CATHOLIC HIGH SCHOOL,0,IE,,,,Hispanic or Latino,
1001,131755,fall,,,Y,C+,GENE,EXSC-BS,Y,COND,,Y,m,3.08,Camden,,CHERRY HILL,EXSC,NJ,2022-05-12,Exercise Science,18,,7,NJ,I will NOT submit SAT or ACT scores,UGONN,SP,HO,F,ft,Y,2022-01-10,CAMDEN CATHOLIC HIGH SCHOOL,0,IE,,,,Hispanic or Latino,
1002,131755,fall,,,Y,A,GENE,EXSC-BS,Y,COND,,Y,m,3.08,Camden,,CHERRY HILL,EXSC,NJ,2022-05-12,Exercise Science,18,,7,NJ,I will NOT submit SAT or ACT scores,UGONN,SP,HO,F,ft,Y,2022-01-10,CAMDEN CATHOLIC HIGH SCHOOL,0,IE,,,,Hispanic or Latino,
1003,131748,fall,,Main Campus - Verified,Y,F,GENE,PHYS-BS,Y,COND,,Y,m,1.6,Atlantic,,MAYS LANDING,PHYS,NJ,2022-04-14,Applied Physics,18,,1,NJ,I will NOT submit SAT or ACT scores,UGONN,EO,HO,F,ft,Y,2022-01-07,ATLANTIC COUNTY INST OF TECH,0,IE,,,,Hispanic or Latino,
1004,131748,fall,,Main Campus - Verified,Y,F,GENE,PHYS-BS,Y,COND,,Y,m,1.6,Atlantic,,MAYS LANDING,PHYS,NJ,2022-04-14,Applied Physics,18,,1,NJ,I will NOT submit SAT or ACT scores,UGONN,EO,HO,F,ft,Y,2022-01-07,ATLANTIC COUNTY INST OF TECH,0,IE,,,,Hispanic or Latino,
1005,131748,fall,,Main Campus - Verified,Y,C,GENE,PHYS-BS,Y,COND,,Y,m,1.6,Atlantic,,MAYS LANDING,PHYS,NJ,2022-04-14,Applied Physics,18,,1,NJ,I will NOT submit SAT or ACT scores,UGONN,EO,HO,F,ft,Y,2022-01-07,ATLANTIC COUNTY INST OF TECH,0,IE,,,,Hispanic or Latino,
1006,131748,fall,,Main Campus - Verified,Y,C,GENE,PHYS-BS,Y,COND,,Y,m,1.6,Atlantic,,MAYS LANDING,PHYS,NJ,2022-04-14,Applied Physics,18,,1,NJ,I will NOT submit SAT or ACT scores,UGONN,EO,HO,F,ft,Y,2022-01-07,ATLANTIC COUNTY INST OF TECH,0,IE,,,,Hispanic or Latino,
1007,131743,fall,,Main Campus - Verified,N,B-,COND,BCMB,,COND,,Y,f,2.48,Atlantic,,PLEASANTVILLE,BCMB,NJ,2022-02-07,Biochemistry Molecular Biology,17,,1,NJ,I will submit SAT or ACT scores,UGWPN,EO,,F,ft,,2022-01-06,PLEASANTVILLE HS,0,IE,,,,Black or African American,FGNY: High School diploma or GED
1008,131743,fall,,Main Campus - Verified,N,B-,COND,BCMB,,COND,,Y,f,2.48,Atlantic,,PLEASANTVILLE,BCMB,NJ,2022-02-07,Biochemistry Molecular Biology,17,,1,NJ,I will submit SAT or ACT scores,UGWPN,EO,,F,ft,,2022-01-06,PLEASANTVILLE HS,0,IE,,,,Black or African American,FGNY: High School diploma or GED
1009,131743,fall,,Main Campus - Verified,N,F,COND,BCMB,,COND,,Y,f,2.48,Atlantic,,PLEASANTVILLE,BCMB,NJ,2022-02-07,Biochemistry Molecular Biology,17,,1,NJ,I will submit SAT or ACT scores,UGWPN,EO,,F,ft,,2022-01-06,PLEASANTVILLE HS,0,IE,,,,Black or African American,FGNY: High School diploma or GED
