ID,SPRADDR_CNTY_CODE,SARADAP_STYP_CODE_2,SPRADDR_STAT_CODE,SARADAP_ADMT_CODE,ETHNICITY,SARAPPD_APDC_CODE,SARAPPD_APDC_DATE,SARADAP_MAJR_CODE_1,SARADAP_PROGRAM_1,SARADAP_MAJR_CODE_CONC_1,AGE,HS_NAME,HS_CITY,HS_STATE,HS_COUNTY,SPBPERS_SEX,SAT_MATH,SAT_ERBW,SAT_TOTAL,ACT_COMPOSITE,COL_DESC,COL_STATE,DCHS_IND,REC_TEST_PLAN,HOUSING_INTEREST,FIRST_GEN_IND,PCKG_GROUP_IND,HOUS_DEP_PAID,FAFSA_IND,REC_EOF_LOCATION,REC_COUNTRY_OF_ORIG,REC_COMPLETED_DATE
131484,017,F,NJ,FR,Black or African American,IE,2022-03-25,BCMB,BCMB,COND,18,LINCOLN HIGH SCHOOL,JERSEY CITY,NJ,Hudson,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-01-28
131478,001,F,NJ,FR,Asian,IE,2022-05-02,CSCI,CSCI,COND,18,ATLANTIC CITY HS,ATLANTIC CITY,NJ,Atlantic,F,,,0,,,,,I will NOT submit SAT or ACT scores,,,UGOFFN,,Y,,,2022-02-07
131477,017,F,NJ,EO,Black or African American,IE,2022-01-31,HLSC,HLTH-BS,COND,18,Innovation High School,Jersey City,NJ,Hudson,F,,,0,,HUDSON COUNTY COMMUNITY COL,NJ,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,Atlantic City 1 - Verified,,2022-01-18
131472,001,F,NJ,FR,Hispanic or Latino,IE,2022-05-11,CSCI,CSCI,COND,18,EGG HARBOR TOWNSHIP HS,EGG HARBOR TOWNSHIP,NJ,Atlantic,F,530,530,1060,,,,,I will submit SAT or ACT scores,,,UGWPN,,Y,,,2022-05-02
131469,005,F,NJ,FR,Caucasian or White,IE,2022-03-14,MARS,MARS-BS,COND,19,LENAPE HIGH SCHOOL,MEDFORD,NJ,Burlington,F,,,0,,,,,I will NOT submit SAT or ACT scores,,FGNN: Graduate school,UGWPN,Y,Y,,,2022-03-07
131468,007,F,NJ,FR,Caucasian or White,IE,2022-04-30,BIOL,BIOL-BA,COND,18,CHEROKEE HIGH SCHOOL,MARLTON,NJ,Burlington,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGOFFN,Y,,,,2021-12-01
131466,025,F,NJ,FR,Black or African American,IE,2022-05-29,BIOL,BIOL-BS,COND,18,LONG BRANCH HIGH SCHOOL,LONG BRANCH,NJ,Monmouth,F,420,400,820,,,,,I will submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2021-12-01
131464,001,F,NJ,FR,Caucasian or White,IE,2022-04-12,BIOL,BIOL-BS,COND,18,HAMMONTON HS,HAMMONTON,NJ,Atlantic,F,480,570,1050,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2021-12-01
131462,029,F,NJ,EO,Hispanic or Latino,IE,2022-04-28,BIOL,BIOL-BA,COND,17,JACKSON LIBERTY HIGH SCHOOL,JACKSON,NJ,Ocean,F,,,0,,,,,I will NOT submit SAT or ACT scores,,,UGONN,,Y,Main Campus - Verified,,2022-01-11
131436,025,F,NJ,EO,Black or African American,IE,2022-04-23,BIOL,BIOL-BS,COND,17,LONG BRANCH HIGH SCHOOL,LONG BRANCH,NJ,Monmouth,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,Main Campus - Verified,,2022-03-14
131430,005,F,NJ,FR,Caucasian or White,IE,2022-03-17,EXSC,EXSC-BS,COND,18,NOTRE DAME HIGH SCHOOL,LAWRENCEVILLE,NJ,Mercer,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2021-12-01
131425,001,F,NJ,FR,Caucasian or White,IE,2022-07-14,MATH,MATH-BS,COND,18,ATLANTIC COUNTY INST OF TECH,MAYS LANDING,NJ,Atlantic,M,,,0,,,,Y,I will submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-02-15
131422,005,F,NJ,EO,Caucasian or White,IE,2022-03-28,CSCI,CSCI,COND,19,DELRAN HIGH SCHOOL,DELRAN,NJ,Burlington,M,,,0,,ROWAN COLLEGE AT BURLINGTON C,NJ,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,Main Campus - Verified,,2022-02-18
131419,007,F,NJ,FR,Caucasian or White,IE,2022-03-21,HLSC,HLTH-BS,COND,18,HADDON HEIGHTS HIGH SCHOOL,HADDON HEIGHTS,NJ,Camden,F,380,520,900,,,,,I will NOT submit SAT or ACT scores,,,UGWPN,Y,Y,,,2022-02-09
131418,015,F,NJ,FR,Caucasian or White,IE,2022-03-27,ENSC,ENVL_BS,COND,18,GATEWAY REGIONAL HIGH SCHOOL,WOODBURY HEIGHTS,NJ,Gloucester,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-01-30
131416,005,F,NJ,FR,Caucasian or White,IE,2022-03-06,ENSC,ENVL_BS,COND,18,NORTHERN BURLINGTON CO HIGH,COLUMBUS,NJ,Burlington,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-01-24
131415,037,F,NJ,FR,Caucasian or White,IE,2022-04-24,HLSC,HLTH-BS,COND,18,SPARTA HIGH SCHOOL,SPARTA,NJ,Sussex,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-01-14
131410,039,F,NJ,FR,Caucasian or White,IE,2022-04-14,ENVL,ENVL-BA,COND,18,CRANFORD HIGH SCHOOL,CRANFORD,NJ,Union,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2021-11-30
131403,007,F,NJ,FR,Black or African American,IE,2022-04-03,CSCI,CSCI,COND,18,CAMDEN COUNTY TECH SCHOOL,SICKLERVILLE,NJ,Camden,M,410,390,800,,,,,I will NOT submit SAT or ACT scores,HO,FGNN: Graduate school,UGONN,,Y,,,2022-03-17
131388,005,F,NJ,FR,Caucasian or White,IE,2022-02-06,ENSC,ENVL_BS,COND,18,BURLINGTON CO. INST. OF TECH,MOUNT HOLLY,NJ,Burlington,F,470,540,1010,,,,,I will submit SAT or ACT scores,HO,FGNY: High School diploma or GED,UGONN,Y,Y,,,2021-11-22
131364,025,F,NJ,FR,Caucasian or White,IE,2022-04-23,BCMB,BCMB,COND,18,MATAWAN REGIONAL HIGH SCHOOL,ABERDEEN,NJ,Monmouth,F,540,550,1090,,,,,I will NOT submit SAT or ACT scores,,FGNN: Graduated from college: Bachelors degree,UGONN,,Y,,,2021-12-14
131361,031,F,NJ,FR,Caucasian or White,IE,2022-03-06,HLSC,HLTH-BS,COND,18,CLIFTON HIGH SCHOOL,CLIFTON,NJ,Passaic,F,490,,0,,,,,I will submit SAT or ACT scores,HO,,UGONN,,Y,,,2021-11-19
131356,029,F,NJ,FR,Asian,IE,2022-01-30,EXSC,EXSC-BS,COND,18,SOUTHERN REGIONAL HIGH SCHOOL,MANAHAWKIN,NJ,Ocean,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2021-11-18
131349,015,F,NJ,FR,Caucasian or White,IE,2022-04-23,BIOL,BIOL-BS,COND,19,WEST DEPTFORD HIGH SCHOOL,WESTVILLE,NJ,Gloucester,F,,,0,,,,,I will submit SAT or ACT scores,HO,,UGONN,,Y,,,2021-11-17
131348,003,F,NJ,FR,Caucasian or White,IE,2022-02-04,MARS,MARS-BS,COND,19,INDIAN HILLS HIGH SCHOOL,OAKLAND,NJ,Bergen,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,,Y,,,,2021-11-17
131346,011,F,NJ,FR,Hispanic or Latino,IE,2022-01-31,MARS,MARS-BS,COND,18,MILLVILLE SENIOR HIGH,MILLVILLE,NJ,Cumberland,M,,,0,,,,,I will submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2021-12-17
131345,031,F,NJ,SP,Caucasian or White,IE,2022-03-03,CHEM,CHEM-BS,COND,18,WEST MILFORD TWP. HIGH SCHOOL,WEST MILFORD,NJ,Passaic,M,,,0,19,,,,I will submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2021-12-10
131340,001,F,NJ,FR,Hispanic or Latino,IE,2022-04-03,HLSC,HLTH-BS,COND,18,MAINLAND REGIONAL HIGH SCHOOL,LINWOOD,NJ,Atlantic,F,520,390,910,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-03-04
131336,011,F,NJ,FR,Caucasian or White,IE,2022-03-10,EXSC,EXSC-BS,COND,17,BUENA RHS,BUENA,NJ,Atlantic,M,,,0,,,,,I will NOT submit SAT or ACT scores,,FGNN: Graduated from college: Bachelors degree,UGWPN,,Y,,,2021-11-16
131325,001,F,NJ,FR,Caucasian or White,IE,2022-06-12,EXSC,EXSC-BS,COND,18,OAKCREST HIGH SCHOOL,MAYS LANDING,NJ,Atlantic,F,420,460,880,,SETON HALL UNIVERSITY,NJ,,I will NOT submit SAT or ACT scores,HO,,,Y,,,,2021-11-16
131323,029,F,NJ,FR,Asian,IE,2022-03-24,HLSC,HLTH-BS,COND,18,PINELANDS REGIONAL HIGH SCHOOL,TUCKERTON,NJ,Ocean,N,550,570,1120,,,,,I will NOT submit SAT or ACT scores,,FGNY: High School diploma or GED,UGWPN,,Y,,,2021-11-16
131318,001,F,NJ,FR,Caucasian or White,IE,2022-04-25,HLSC,HLTH-BS,COND,18,EGG HARBOR TOWNSHIP HS,EGG HARBOR TOWNSHIP,NJ,Atlantic,F,550,480,1030,,,,,I will NOT submit SAT or ACT scores,,,UGOFFN,,Y,,,2022-01-06
131317,021,F,NJ,FR,Hispanic or Latino,IE,2022-04-30,BIOL,BIOL-BS,COND,18,HAMILTON HIGH SCHOOL WEST,HAMILTON,NJ,Mercer,F,530,530,1060,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-02-18
131302,029,F,NJ,FR,Hispanic or Latino,IE,2022-04-11,HLSC,HLTH-BS,COND,18,TOMS RIVER HIGH SCHOOL SOUTH,TOMS RIVER,NJ,Ocean,F,,,0,15,,,,I will submit SAT or ACT scores,,,UGWPN,,Y,,,2022-03-09
131298,009,F,NJ,FR,Hispanic or Latino,IE,2022-04-30,CSCI,CSCI,COND,18,MIDDLE TOWNSHIP HIGH SCHOOL,CAPE MAY COURT HOUSE,NJ,Cape May,M,510,540,1050,,,,Y,I will submit SAT or ACT scores,HO,,UGONN,,Y,,,2021-12-01
131295,021,F,NJ,EO,Hispanic or Latino,IE,2022-03-09,ENVL,ENVL-BA,COND,18,Steinert - Hamilton High East,HAMILTON TOWNSHIP,NJ,Mercer,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,Main Campus - Verified,,2022-02-15
131293,001,F,NJ,FR,Caucasian or White,IE,2022-05-01,BIOL,BIOL-BA,COND,18,ATLANTIC COUNTY INST OF TECH,MAYS LANDING,NJ,Atlantic,M,,,0,,,,,I will submit SAT or ACT scores,HO,,UGONN,,Y,,,2021-11-16
131292,003,F,NJ,FR,Caucasian or White,IE,2022-01-10,EXSC,EXSC-BS,COND,18,MARY HELP OF CHRISTIANS ACAD,NORTH HALEDON,NJ,Passaic,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,FGNN: Graduated from college: Bachelors degree,UGONN,,Y,,,2021-11-16
131274,029,F,NJ,FR,Caucasian or White,IE,2022-01-13,MARS,MARS-BS,COND,18,POINT PLEASANT BOROUGH HS,POINT PLEASANT BEACH,NJ,Ocean,M,640,560,1200,,OCEAN COUNTY COLLEGE,NJ,,I will submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2021-11-12
131268,001,F,NJ,FR,Hispanic or Latino,IE,2022-03-22,BIOL,BIOL-BS,COND,18,PLEASANTVILLE HS,PLEASANTVILLE,NJ,Atlantic,F,,,0,13,,,,I will submit SAT or ACT scores,,,UGWPN,,Y,,,2021-12-02
131265,011,F,NJ,FR,Caucasian or White,IE,2022-05-09,CSCI,CSCI,COND,18,CUMBERLAND CNTY TECH ED CENTER,VINELAND,NJ,Cumberland,M,,,0,,,,,I will submit SAT or ACT scores,HO,,UGWPN,,Y,,,2022-04-05
131257,015,F,NJ,FR,Caucasian or White,IE,2022-04-03,HLSC,HLTH-BS,COND,18,DELSEA REGIONAL HIGH SCHOOL,FRANKLINVILLE,NJ,Gloucester,F,430,420,850,,RCSJ - Gloucester,NJ,,I will submit SAT or ACT scores,HO,,UGONN,,Y,,,2021-11-10
131254,001,F,NJ,FR,Asian,IE,2022-07-09,HLSC,HLTH-BS,COND,18,EGG HARBOR TOWNSHIP HS,EGG HARBOR TOWNSHIP,NJ,Atlantic,F,550,550,1100,,,,,I will submit SAT or ACT scores,,,UGOFFN,,Y,,,2022-06-20
131241,023,F,NJ,FR,Caucasian or White,IE,2021-12-15,HLSC,HLTH-BS,COND,19,JOHN P STEVENS HIGH SCHOOL,EDISON,NJ,Middlesex,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,FGNN: Graduate school,UGONN,Y,Y,,,2021-11-09
131237,015,F,NJ,FR,Caucasian or White,IE,2022-02-02,EXSC,EXSC-BS,COND,18,DEPTFORD TOWNSHIP HIGH SCHOOL,DEPTFORD,NJ,Gloucester,F,,,0,,RCSJ - Gloucester,NJ,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2021-12-01
131232,003,F,NJ,FR,Asian,IE,2022-04-23,HLSC,HLTH-BS,COND,18,BERGEN COUNTY TECH HIGH SCHOOL,TETERBORO,NJ,Bergen,F,530,500,1030,,SYRACUSE UNIVERSITY,NY,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-01-06
131228,027,F,NJ,SP,Caucasian or White,IE,2022-04-23,EXSC,EXSC-BS,COND,18,BUTLER HIGH SCHOOL,BUTLER,NJ,Morris,M,540,480,1020,,,,,I will submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-03-08
131227,029,F,NJ,FR,Caucasian or White,IE,2022-04-07,SSTB,SUST-BA,COND,18,SOUTHERN REGIONAL HIGH SCHOOL,MANAHAWKIN,NJ,Ocean,F,,,0,,UNIVERSITY OF VERMONT,VT,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-01-31
131207,039,F,NJ,SP,Black or African American,IE,2022-05-04,ENSC,ENVL_BS,COND,18,NORTH STAR ACADEMY CHARTER,NEWARK,NJ,Essex,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-02-10
131200,025,F,NJ,FR,Caucasian or White,IE,2022-04-13,MARS,MARS-BA,COND,18,SHORE REGIONAL HIGH SCHOOL,WEST LONG BRANCH,NJ,Monmouth,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-01-04
131197,005,F,NJ,FR,More Than 1 Race,IE,2022-04-28,HLSC,HLTH-BS,COND,18,PEMBERTON TWP. HIGH SCHOOL,PEMBERTON,NJ,Burlington,F,,,0,,,,,I will NOT submit SAT or ACT scores,,,UGONN,,Y,,,2021-12-07
131179,001,F,NJ,FR,Asian,IE,2022-04-30,HLSC,HLTH-BS,COND,18,ATLANTIC CITY HS,ATLANTIC CITY,NJ,Atlantic,M,,,0,,,,,I will NOT submit SAT or ACT scores,,,UGWPN,,Y,,,2022-02-08
131177,013,F,NJ,FR,Black or African American,IE,2022-08-21,HLSC,HLTH-BS,COND,18,ESSEX COUNTY VO-TECH,NEWARK,NJ,Essex,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-02-10
131174,025,F,NJ,SP,Black or African American,IE,2022-04-03,HLSC,HLTH-BS,COND,18,ACADEMY CHARTER HIGH SCHOOL,SOUTH BELMAR,NJ,Monmouth,M,390,460,850,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-01-26
131170,099,F,PA,FR,Caucasian or White,IE,2022-02-06,HLSC,HLTH-BS,COND,18,Archbishop Wood Hs            ,WARMINSTER,PA,Out of State,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGOUTN,Y,Y,,,2021-11-12
131167,027,F,NJ,FR,Hispanic or Latino,IE,2022-04-27,BIOL,BIOL-BA,COND,18,DOVER HIGH SCHOOL,DOVER,NJ,Morris,F,,,0,,Rutgers Univ-Newark PreCol,NJ,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2021-11-05
131165,013,F,NJ,FR,Hispanic or Latino,IE,2022-04-30,HLSC,HLTH-BS,COND,18,SAINT VINCENT ACADEMY,NEWARK,NJ,Essex,F,400,460,860,,,,,I will NOT submit SAT or ACT scores,,FGNY: High School diploma or GED,UGONN,Y,Y,,,2022-02-17
131162,005,F,NJ,FR,Caucasian or White,IE,2022-04-29,HLSC,HLTH-BS,COND,18,BURLINGTON TWP. HIGH SCHOOL,BURLINGTON,NJ,Burlington,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2022-04-15
131161,001,F,NJ,FR,Hispanic or Latino,IE,2022-08-05,PHYS,PHYS-BS,COND,18,ATLANTIC CITY HS,ATLANTIC CITY,NJ,Atlantic,M,,,0,,,,,I will NOT submit SAT or ACT scores,,,UGWPN,,Y,,,2022-02-25
131156,007,F,NJ,FR,Hispanic or Latino,IE,2022-04-23,ENSC,ENVL_BS,COND,18,CHERRY HILL EAST HIGH SCHOOL,CHERRY HILL,NJ,Camden,F,,,0,,,,,I will submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-01-06
131148,003,F,NJ,FR,More Than 1 Race,IE,2022-03-22,BIOL,BIOL-BA,COND,18,RUTHERFORD HIGH SCHOOL,RUTHERFORD,NJ,Bergen,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2021-12-06
131147,021,F,NJ,EO,Black or African American,IE,2022-03-03,HLSC,HLTH-BS,COND,18,TRENTON CENTRAL HIGH SCHOOL,TRENTON,NJ,Mercer,F,310,360,670,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,Atlantic City 1 - Verified,,2021-11-30
131146,005,F,NJ,FR,Caucasian or White,IE,2022-04-28,HLSC,HLTH-BS,COND,18,DELRAN HIGH SCHOOL,DELRAN,NJ,Burlington,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2021-11-11
131141,005,F,NJ,EO,Caucasian or White,IE,2022-04-10,HLSC,HLTH-BS,COND,18,MOORESTOWN HIGH SCHOOL,MOORESTOWN,NJ,Burlington,F,510,580,1090,,,,,I will submit SAT or ACT scores,HO,,UGONN,,Y,Atlantic City 1 - Verified,,2022-01-12
131138,023,F,NJ,FR,Caucasian or White,IE,2022-04-23,HLSC,HLTH-BS,COND,18,OLD BRIDGE HS,MATAWAN,NJ,Middlesex,F,,,0,,,,,I will submit SAT or ACT scores,HO,,UGONN,,Y,,,2021-12-09
131128,099,F,PA,FR,Caucasian or White,IE,2022-01-18,EXSC,EXSC-BS,COND,18,Ridley Senior High School     ,FOLSOM,PA,Out of State,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,FGNN: Graduated from college: Bachelors degree,UGOUTN,Y,Y,,,2021-11-10
131127,009,F,NJ,FR,Caucasian or White,IE,2022-01-11,EXSC,EXSC-BS,COND,18,HOLY SPIRIT HIGH SCHOOL,ABSECON,NJ,Atlantic,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2021-12-10
131120,035,F,NJ,FR,Caucasian or White,IE,2022-01-24,BIOL,BIOL-BS,COND,18,BERNARDS HIGH SCHOOL,BERNARDSVILLE,NJ,Somerset,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2021-12-20
131119,009,F,NJ,FR,Caucasian or White,IE,2022-07-19,HLSC,HLTH-BS,COND,18,OCEAN CITY HIGH SCHOOL,OCEAN CITY,NJ,Cape May,F,500,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGOFFN,,Y,,,2021-11-07
131117,029,F,NJ,FR,Caucasian or White,IE,2022-01-31,HLSC,HLTH-BS,COND,18,BRICK TWP. MEMORIAL HIGH SCHOO,BRICK,NJ,Ocean,F,440,520,960,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-01-06
131116,003,F,NJ,FR,Caucasian or White,IE,2022-05-08,HLSC,HLTH-BS,COND,18,PASCACK VALLEY HIGH SCHOOL,HILLSDALE,NJ,Bergen,F,500,450,950,19,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-04-26
131113,031,F,NJ,FR,Caucasian or White,IE,2022-04-26,ENVL,ENVL-BA,COND,18,HAWTHORNE HIGH SCHOOL,HAWTHORNE,NJ,Passaic,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2021-12-02
131111,001,F,NJ,FR,Hispanic or Latino,IE,2022-05-03,CSCI,CSCI,COND,18,CEDAR CREEK HIGH SCHOOL,EGG HARBOR CITY,NJ,Atlantic,M,500,490,990,,,,,I will NOT submit SAT or ACT scores,,,UGWPN,,Y,,,2022-04-18
131106,001,F,NJ,FR,Asian,IE,2022-02-16,HLSC,HLTH-BS,COND,19,EGG HARBOR TOWNSHIP HS,EGG HARBOR TOWNSHIP,NJ,Atlantic,F,340,350,690,,,,,I will submit SAT or ACT scores,HO,FGNY: High School diploma or GED,UGONN,,Y,,,2021-12-17
131102,029,F,NJ,FR,Caucasian or White,IE,2021-11-28,HLSC,HLTH-BS,COND,18,CENTRAL REGIONAL HIGH SCHOOL,BAYVILLE,NJ,Ocean,F,,,0,,,,Y,I will submit SAT or ACT scores,HO,FGNN: Graduated from college: Bachelors degree,UGONN,Y,Y,,,2021-11-16
131098,019,F,NJ,FR,Caucasian or White,IE,2022-04-03,MARS,MARS-BS,COND,18,PHILLIPSBURG HIGH SCHOOL,PHILLIPSBURG,NJ,Warren,M,440,560,1000,,,,,I will NOT submit SAT or ACT scores,HO,FGNN: Graduated from college: Bachelors degree,UGONN,Y,Y,,,2021-12-22
131097,029,F,NJ,PM,Caucasian or White,IE,2022-04-30,BIOL,BIOL-BS,COND,18,LACEY TOWNSHIP HIGH SCHOOL,LANOKA HARBOR,NJ,Ocean,F,,,0,,,,,I will NOT submit SAT or ACT scores,,FGNN: Graduated from college: Bachelors degree,UGWPN,,Y,,,2021-11-03
131096,001,F,NJ,FR,Hispanic or Latino,IE,2021-11-07,HLSC,HLTH-BS,COND,18,PLEASANTVILLE HS,PLEASANTVILLE,NJ,Atlantic,F,500,460,960,,,,,I will submit SAT or ACT scores,,FGNY: Some grade school,UGWPN,,Y,,,2021-11-03
131095,007,F,NJ,FR,Caucasian or White,IE,2022-09-02,HLSC,HLTH-BS,COND,18,HIGHLAND REGIONAL HIGH SCHOOL,BLACKWOOD,NJ,Camden,F,490,,0,,,,,I will NOT submit SAT or ACT scores,HO,FGNY: Some college,UGONN,,Y,,,2022-08-30
131086,007,F,NJ,FR,Caucasian or White,IE,2022-04-28,EXSC,EXSC-BS,COND,18,CHERRY HILL EAST HIGH SCHOOL,CHERRY HILL,NJ,Camden,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-01-14
131082,017,F,NJ,FR,Black or African American,IE,2022-03-31,HLSC,HLTH-BS,COND,18,UNIV. ACADEMY CHARTER HIGH,JERSEY CITY,NJ,Hudson,F,410,430,840,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,Atlantic City 1,,2021-12-01
131081,001,F,NJ,FR,Hispanic or Latino,IE,2022-05-01,EXSC,EXSC-BS,COND,18,CEDAR CREEK HIGH SCHOOL,EGG HARBOR CITY,NJ,Atlantic,F,480,440,920,,,,,I will NOT submit SAT or ACT scores,,,UGWPN,,Y,,,2022-02-15
131079,015,F,NJ,FR,Caucasian or White,IE,2022-02-16,EXSC,EXSC-BS,COND,18,GATEWAY REGIONAL HIGH SCHOOL,WOODBURY HEIGHTS,NJ,Gloucester,F,490,550,1040,,,,,I will submit SAT or ACT scores,HO,,UGONN,,Y,,,2021-12-13
131074,003,F,NJ,EO,Hispanic or Latino,IE,2022-04-06,HLSC,HLTH-BS,COND,18,BERGENFIELD HIGH SCHOOL,BERGENFIELD,NJ,Bergen,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,Main Campus - Verified,,2022-01-11
131069,039,F,NJ,FR,Caucasian or White,IE,2022-01-04,MARS,MARS-BS,COND,17,DAVID BREARLEY HIGH SCHOOL,KENILWORTH,NJ,Union,F,530,600,1130,,,,,I will submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2021-11-17
131063,099,F,CT,FR,Hispanic or Latino,IE,2022-04-19,HLSC,HLTH-BS,COND,19,,,,,F,,,0,,UNIVERSITY OF CONNECTICUT,CT,,I will NOT submit SAT or ACT scores,HO,,UGOUTN,Y,Y,,,2022-01-13
131062,015,F,NJ,FR,Caucasian or White,IE,2022-04-17,EXSC,EXSC-BS,COND,18,DELSEA REGIONAL HIGH SCHOOL,FRANKLINVILLE,NJ,Gloucester,F,,,0,,RCSJ - Gloucester,NJ,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2021-11-12
131061,023,F,NJ,SP,Asian,IE,2022-03-20,ENSC,ENVL_BS,COND,19,SOUTH BRUNSWICK HIGH,MONMOUTH JUNCTION,NJ,Middlesex,M,490,510,1000,,,,,I will submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2021-11-17
131056,029,F,NJ,FR,Caucasian or White,IE,2022-04-30,EXSC,EXSC-BS,COND,18,BRICK TWP. MEMORIAL HIGH SCHOO,BRICK,NJ,Ocean,M,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-03-08
131054,025,F,NJ,FR,Hispanic or Latino,IE,2022-01-10,HLSC,HLTH-BS,COND,18,RARITAN HIGH SCHOOL,HAZLET,NJ,Monmouth,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2021-11-15
131053,017,F,NJ,EO,Caucasian or White,IE,2022-05-03,HLSC,HLTH-BS,COND,18,TOMS RIVER HIGH SCHOOL NORTH,TOMS RIVER,NJ,Ocean,F,,,0,,,,,I will submit SAT or ACT scores,HO,,UGONN,,Y,Main Campus - Verified,,2022-01-21
131050,007,F,NJ,FR,Hispanic or Latino,IE,2022-05-01,BIOL,BIOL-BA,COND,18,PENNSAUKEN HIGH SCHOOL,PENNSAUKEN,NJ,Camden,M,,,0,,,,,I will NOT submit SAT or ACT scores,,FGNY: Did not finish High School,UGOFFN,,Y,,,2021-12-02
131046,023,F,NJ,FR,Caucasian or White,IE,2022-05-08,BIOL,BIOL-BS,COND,18,SOUTH PLAINFIELD HIGH SCHOOL,SOUTH PLAINFIELD,NJ,Middlesex,F,,,0,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,Y,Y,,,2022-01-21
131045,005,F,NJ,FR,Caucasian or White,IE,2022-03-11,BIOL,BIOL-BS,COND,18,MOORESTOWN HIGH SCHOOL,MOORESTOWN,NJ,Burlington,F,520,470,990,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2021-12-14
131044,007,F,NJ,FR,Caucasian or White,IE,2022-03-24,EXSC,EXSC-BS,COND,18,OUR LADY OF MERCY ACADEMY,NEWFIELD,NJ,Gloucester,F,460,460,920,,,,,I will NOT submit SAT or ACT scores,HO,,UGONN,,Y,,,2021-11-11
